country_code,parameter,unit,measurement_date,threshold_24h,country_daily_avg,locations_with_data,locations_exceeding,locations_comparable,reading_count,avg_hours_covered,reference_monitor_locations,exceedance_rate,rolling_7d_avg,rolling_7d_station_exceedance_rate
AE,pm25,µg/m³,2025-05-16,15.0,45.346348791486676,4,4,4,96,24.0,0,100.0,37.257368002759705,89.28571428571429
AE,pm25,µg/m³,2025-05-20,15.0,80.72774824439878,4,4,4,96,24.0,0,100.0,40.807842604153244,89.28571428571429
AE,pm25,µg/m³,2025-05-28,15.0,48.260212666651206,5,5,5,120,24.0,0,100.0,40.02771145961015,96.875
AE,pm25,µg/m³,2025-07-01,15.0,75.26862034613035,6,6,6,144,24.0,0,100.0,57.366605875775775,100.0
AE,pm25,µg/m³,2025-07-12,15.0,34.16429987266811,6,6,6,144,24.0,0,100.0,38.27154975419295,100.0
AE,pm25,µg/m³,2025-09-02,15.0,54.916553402388544,7,7,7,168,24.0,0,100.0,42.713680808657855,100.0
AE,pm25,µg/m³,2025-11-27,15.0,43.9476781007337,8,8,8,182,22.75,0,100.0,37.54472573579926,100.0
AE,pm25,µg/m³,2026-02-08,15.0,34.00776908015488,8,8,8,192,24.0,0,100.0,41.490555976606316,100.0
AE,pm25,µg/m³,2026-03-09,15.0,27.47361111111111,9,9,9,216,24.0,0,100.0,31.563690476190477,100.0
AE,pm25,µg/m³,2026-06-06,15.0,23.349404761904758,7,6,7,168,24.0,0,85.71428571428571,27.35535714285714,97.95918367346938
